Review,Rating,Sentiment
pengiriman sangat rapih aman antara kue dibatasi bublewrap semua,5,positive
gak sampe 500gr ya cuma 335gr,4,negative
barang oke dari tahun kemarin beli kue disini tapi harganya naik dulu cuma 77 500 sekarang 90 000 tapi gapapa pengiriman cepat terimakasih,5,negative
kondisi kuenya bagus utuh semua gada yg remuk,5,positive
ini biskuit favorit sayang yg warna biru nya udah ga ada,5,negative
exp jauh hanya packingnya untung ga remuk,5,negative
seneng belanja disini packingnya rapih thank u seller,5,positive
dari dulu suka,5,positive
terimakasih paket sudah saya terima dengan baik,5,positive
packagingnya rapih banget,5,positive
cepet banget pengiriman nya kue aman banget gak ada yg pecah muluusss beneerran enak kue nya recomended top tq,5,positive
kirim ke luar kota sampai dengan selamat gak ada yg hancur packing aman dengan dus bubble enak bgt katanyaa,5,positive
pelayanannya bagus gercep banget untuk rasanya tdk perlu diragukan lagi approved,5,positive
puas banget sehari lgsg sampai respond bagus pengirimannya cepat produknya,5,positive
wah cepat sekali sampainya nih baru pertama kali beli mudah mudahan cocok nih terimakasih,5,positive
gilaaa ini kalo bs kasi bintang 10 kukasi pun jd krn ekspedisi nya lelet bgt smpe ditempat ku pas seminggu aq khawatir roti rusak dll pdhl ga marah2 loh chat via admin wa alhasil dikirim yg baru looohh dg pelayanan lbh cepet cm 3 hari hebaaatt hebaaat serbis juwaraaakkk makasiiihhhh yaaaa oh iya cake yg milk ini enakkk bgt rasanya spt roti mahaaall juwaraakk rasa juwaraak servis,5,positive
suka enak ga terlalu manis,5,positive
packagingnya bgs hrg terlalu mhl,4,negative
beli ini untuk teman di luar kota pengemasan dan pengirimannya cepat banget thank you seller,5,neutral
excellent team dan great taste,5,neutral
enak rasanya sy akan beli lagi,5,positive
pokoknya ga bs2 berkata2 deh uenaaknya polll dijamin ketagihan nih,5,positive
selalu puas dan selalu suka belanja disini penjual juga sangat interaktif,5,positive
sellernya baik citarasa cookiesnya jg ok,5,positive
enak hanya agak kemanisan,4,positive
pengiriman cepet respon cepet barang bagus terima kasih sukses selalu,5,positive
nutella nya melting banget,5,positive
always love,5,neutral
pengiriman cepat dan barang sesuai,5,positive
one of the best if not the best canele ive had,5,neutral
mantapp proses cepat sekali yummy canele,5,positive
kuenya enak tp packing nya sangat kurang safe ya terlebih di masa pandemi gini cuma dikasi 1 telo bag dan ga di knot or anything bahkan ga di lem juga,2,negative
sellernya baik n sabar banget udah order eh ternyata ganti alamat sellernya sabar kasih tau gimana caranya kuenya coklat banget buat coklat lover ini oke banget,5,positive
saya sangat puas mulai dari respon layananan keramahan dan dekorasi kuex sangat puas tuhan berkati usaha pelapak dan semoga bisa selalu membawa kebahagiaan bagi siapa saja yang memesan kue di toko ini bintang 100000000000 kualitas 100000000,5,positive
pembelian ke 2 puas banget dgn komposisi coklatnya very recommended,5,positive
mantab jiwa the best lah,5,positive
debest bangettt lah pokonya ngorder nya dr papua donggz manteep,5,positive
respon cepat pengiriman tepat waktu kue juga bagus banget hiasannya rekomended,5,positive
respon cepat pengiriman cepat juga,5,positive
kuenya mewah high quality everyone love it familys day time,5,positive
sekarang bisa menikmati momoiro di rumah gak bosen2 sama chizu ini enak banget packing juga selalu rapi dan aman terima kasih momoiro dan kk adminnya yg ramah,5,positive
paling suka dengan chizu ini kakak adminnya baik request saya dipenuhi packing sangat rapi pengiriman juga cepat terima kasih kak,5,positive
enak tp enakan original,5,negative
gak nyangka kualitas momoiro hancur separah ini temen dah bilang nanti kecewa tapi saya kekeuh beli karena dulu enak kok tapi ini bener2 mengecewakan,1,negative
jiggly jiggly jiggly,5,neutral
barang sudah diterima kualitas dan kondisi barang baik,5,positive
enak banget cakenya fluppy super moiss bgt,5,positive
empuk lembut sih tp kurang special yg plg rekomend itu biskuit caramel butter nya biskuit terenak,5,negative
ok tp pengiriman kurang ok sameday baru dipickup jam 2siang sudah order dr malam sebaiknya kl sameday request pickup pagian biar sampai cust tidak kemalaman,3,negative
seller sangat ramah responsif dan helpfull thank youu,5,positive
mantap lah pokoknya,5,positive
sesuai expektasi rasanya juga sangat enak pengiriman juga sesuai jadwal terimakasih banyak yaa,5,positive
udah 2 x pesen dsini selalu suka fast respon recommended deh pokoknya bakal selalu jadi langganan untuk hari2 spesial,5,positive
nice bithday cake,5,positive
embaknya bertanggung jwb sekali bagus banget puas pdhl aku ngerepotin sekali tapi ttp di layani,5,positive
pengiriman tepat waktu seller jg aktiv dan kuenya sesuai dengan gambar dan pesanan thank you,5,positive
terimakasih rasanya enak anak saya suka apalagi ps lihat ada permenya langsung pengin dcabuttuh permen kuenya jg enak respon penjualnya jg cepet thanks ya,5,positive
mantap barang sudah sampai,5,positive
pengiriman cepat sekali dan harga murah dan kualitas barang oke,5,positive
respon cepat pesanan sesuai recomend banget makasih yah,5,positive
senang banget order krispy kreme di tokped kakak adminnya ramah dan fast respon packing sangat rapi dan aman donut2nya masih cantik dan enakkk terima kasih ya kak,5,positive
rasa dan kualitas memuaskan pengiriman cepat,5,positive
sukaaakkk banget bisa cemilin donat dgn topping favoritku,5,positive
terima kasih donatnya sudah sampai,5,neutral
cepat tepat barang sampai pelanggan puas dengan kualitasnya,5,positive
oke mantap,5,neutral
sip enak packingan jg oke,5,positive
thanks gan barang dikemas rapi bagus harga juga wowww murah bgt,5,positive
di informasi produk berat 500 gram ternyata pas datang kue nya hanya kecil ga sampai 500 gram itu,5,negative
tp tumpah2 cakenya ancur,5,negative
kurang sukaa jujur rasanya kurang cocok di aku tp pengiriman baik sih,5,negative
enaaakk happy dpt harga promo,5,positive
mantaabbbb,5,neutral
okeee pengiriman cepatt bgt mlm2 itu juga dikirim,4,positive
cakenya tdk terlalu manis mknya ga heran ada yg review blg ga ada rasa krn thai tea mmg biasanya manis bgt kan so its good but i like the strawberry cheesecake better,5,positive
cheesecake nya abis diganti sama regal chocolate kuenya enak mksh fsnya,4,positive
cake nya enak tapi kemasannya harusnya diganti karna kue nya meleleh luber ke kotak nya,3,negative
okay,5,neutral
mungil tahan dibawa2 buat foto bday outdoor,5,positive
cakepppppp dan expresss bgt h 1 order pagi2 lgsung dikirim mantabbb,5,positive
kuenya sudah sampai pacar saya juga suka sama rasanya katanya gemesh banget thank youuu,5,positive
alhamdulillah mantabbbbbbbb,5,neutral
fast response lucu imoet,5,positive
sudah langganan beberapa x beli di sini kue lucu pengiriman cepat admin ramah thanks ya,5,positive
penjual responnya cepat pengiriman walaupun pake grabbike aman dan rapi banget produknya sesuai harapan dan rasanya enyaaak makasiiih yaah semoga sukses dan bakal repeat order produk2 lain makasih,5,positive
omg baguuusss banget kuenya ampe gak tega motongnya lom nyobain rasanya saking sayangnya anakku seneeeng banget makasih ya bakalan repeat order lagi buat adiknya,5,positive
thankyouuuuuuuu packing sangaatt rapiihh harga terjangkauuuu fast respon pula,5,positive
ini kue yg saya cari ternyata ada di toko ini pelayanan toko ini bagus cepat terkirim jgn ragu belanja disini,5,positive
chat dg penjual sangat membantu respon cepat barang dikirim dg segera dan tiba dg packing yg bagus dan utuh sampainya luar biasa,5,positive
packing sangat rapi aman terimakasih banyak,5,positive
prod sdh diterima dg baik tx,5,neutral
terima kasih banyak smg sukses selalu,5,neutral
kue koyanya enak,5,positive
packing rapi thx,5,positive
enaknya pas tapi favorit egg dan lemonnya,5,positive
second order highly recommended the best basque cheesecake in the town,5,positive
cheese cake nya enak,5,positive
suka apalagi bagian gosongnya,5,negative
respon cepat ennakk banget cheesy but not too sweet n yg bikin sy suka krn ada kombinasi rasa burnt tipis tipis yg memperkaya rasa very recommended buat pencinta cheese cake,5,positive
enak bangett burnt cheese cake nya suka sekali pas semua nya,5,positive
respon cepat dan andalan,5,positive
puas banget paling cocok dibanding yang lain respon seller juga ok packing bagus jadi sampe rumah bentuk masih bagus bakal reorder deh,5,positive
rasa manisnya pas kejunya juga terasa banget supaya gak enek saya makannya dalam kondisi dingin terima kasih akan order lagi nanti,5,negative
burnt cheesecakenya enak rasanya pas gak kemanisan n bisa dimakan dalam jumlah banyak respon cepet n pengantarannya juga cepet thanks ergu,5,positive
packing rapi barang sesuai sayang kepanasan dijalan hampir lumer topping nya good lah rasa belum tahu karena puasa,5,positive
mantap donatnya enk sukses slalu,5,positive
good banget,5,positive
menarik buat anak2 dan bagus,5,positive
donat kentangnya lucu kereeen banget dan rasa nya enakkkk pokok nya mantappp,5,positive
terimakasih donatnya enak dan cantik datangnya ontime nanti mau pesan cake yg lain lg,5,positive
lucu donutnya anak2 suka juga thank you,5,positive
maaf baru sempat kirim ulasan puas banget sellernya ramah dan pengiriman cepat dapat bonus juga makasih ya gan,5,positive
kereen bangeet baguuus makasih ya kak on time pula,5,positive
fast response kuenya enak banget delivery cepat dan aman mantaaaap,5,positive
mantaap cake nya enak dan bagus waktu pengiriman sesuai dengan jadwal dan cepat recommended seller salam 4 jempol,5,positive
pelayanan oke bangey kurnya sampe rumah dengan selamat,5,positive
rasa enak dan tampilan yg bagus recommended seller,5,positive
kuenya enak banget,5,positive
wooow kue dan rasa nyaa bener bener maaantaaaab terimakasih gan,5,positive
cake tiba dengan aman dan tepat waktu thx,5,positive
kue nya enak banget dan admin cepet respon dan baik makasih yaaa,5,neutral
pengirimannya cepat jam 10 30 sudah sampai di rumah cake nya juga aman tidak hancur thanks,5,positive
wangi susu sesuai namanya pengiriman cepat,5,positive
kue tart terenak,5,positive
senantiasa enak kue tart ter favorit saat ini,5,positive
kuenya enak banget tapi agak kurang professional dalam handle pesanan pengiriman saya pny telat kalau mau order lebih baik minta disiapkan dari 1 jam sebelum jam kalian ekspektasi bakalan dikirim apalagi yg rmhnya jauh dari lokasi bakerynya saya sampe kontak admin tokped dan admin wa juga tidak ada rasa bersalah telat kirim sampai hampir 1 jam padahal sudah diingatkan dari hari sebelumnya,3,negative
cake nya enak meski menurut saya manis diatas biasa nya,5,positive
walau cakenya bergeser tapi rasanya tetap enak banget,5,negative
mantap terbaik pengiriman cepat,5,positive
mantabs delicious thx ann s for our bday diterima aman,5,positive
enak bgt cakenya admin juga fast respon makasih ya,5,positive
enakkkk banget kuenyaaa,5,positive
enaaak bgt,5,positive
enakk terima kasih,5,positive
enak banget pasti order lagi,5,positive
respond dari penjual yg sangat membantu dlm proses pengorderan carrot cakenya juga mantap,5,positive
seneng banget pelayanannya gercep kuenya enak bangeettt ni ud kedua x nya beli di sini puassss bgt,5,positive
enak bangettt,5,positive
rasanya enak banget gak terlalu manis cocok buat yg diet ato ortu nanti bli lagi ya klu ada senior yg ultah,5,positive
seller ramah dan baik dalam merespon cake nya enak dan rapi,5,positive
ueenak tenan carrot dan kayu manisnya terasa rasanya pas sesuai selera,5,positive
sumpah kuenya enak bgt satu tidak terlalu manis pas enak dua lembt bgt bolunya aku suka tiga kuenya cantik 4 responya baik dan cpt jatuh cinta dech sama toko ini kuenya enak aku cocok,5,positive
pengalaman sy beli disini disuruh apa ditulis apa mau buru2 cepet selesai kerja akhirnya jd ceroboh,1,negative
enaakkk cantik kuenya wangi,5,positive
yummy banget enak,5,positive
bolu kleponnya is the best,5,neutral
penjual responsif dan ramah pengiriman cepat kue nya enak banget wangi dan lembut mantab senang belanja disini makasih,5,positive
enak banget rasanya pas,5,positive
enak kuenya pasti order lagi,5,positive
kue nya enak manis nya pas lembut pesan h 1 sore bisa dikirim bsk siangnya puas,5,positive
beli untuk ulang tahun kakak saya dan kami sekeluarga suka banget dengan cakenya fresh manisnya pas cak,5,positive
kue jipangnya enak,5,positive
packing aman dan bagus,5,positive
packing luar biasa rapi buble sangat mantap ga nyesel order dsni,5,positive
order sesuai pesanan,5,neutral
recommended seller keep up this good performance produk sesuai deskripsi packaging aman pakai dus rapi dan express seller sangat komunikatif dan responsif terima kasih seller sukses selalu pengiriman sangat cepat terima kasih kurir sicepat dan toped,5,positive
pembelian kedua krn kuenya enak,5,positive
kuenya wangi sekali,5,positive
enak lembut coklatnya berasa,5,positive
baru pertama kali pesen puas banget dr segi pelayanan packing rasa pokoknya recomended,5,positive
ini marmer cake paling enak yg pernah kucoba,5,positive
rasanya enak dan empuk coklatnya jg banyak,5,positive
enak bngt rasanya,5,positive
rapi packnya kuenya enak,5,positive
sukaa,5,positive
recommended tart ultah pelayanan memuaskan,5,positive
respon sangaaat cepaat kue juga uenaaaak tenaan top baget pokoknya,5,positive
ori bukan kaleng kaleng thanks,5,positive
mantap om respon cepat sekali,5,positive
mantap kue black forestnya coklatnya tajam dan tidak terlalu manis,5,positive
fast respon sesuai pesanan chocolate fudge rasanya mantap,5,positive
responsive seller orangnya asik kuenya bagus packing rapi pengiriman sesuai waktu yang dijanjikan,5,positive
bintang 10 thank you,5,neutral
order kedua sama bos ini ya sangat memuaskan sampe udah order ke 2 selang seminggu dari order pertama service nya bintang 7 kue nya hotel bintang 5,5,neutral
really good quality n taste proses pengambilan jg sgt mudah harga oke banget,5,positive
puas sekali belanja disini,5,positive
enak siomaynya pengiriman cepat thankss,5,positive
seller nya komunikatif produk tiba on time packaging di sealed berlapis tampaknya enaaaak oiya tks bonus nya,5,positive
siomaynya enak,5,positive
produk bagus siomay enak penjual sangat responsif terima kasih ya,5,positive
sushi nya enak dan cantik anak saya senang sekali,5,positive
mantab jiwaaaa sampe pas bgt wktny,5,positive
enak sushinya tp kebanyakan sushi ukuran gede jd gk cocok sama porsi anak2,5,positive
penjual ramah banget mengerti keinginan customer dan sesuai dengan pesanan rasa sushi nya enak fresh design nya unik dan bisa jadi pengganti kue ulang tahun juga jadi nggak bosen thanks sist,5,positive
enakkk makasih,5,positive
packingnya rapih adminnya ramah bgt top markotop keren daah mantabh,5,positive
terima kasih seller aman banget nih sushi nya sampe dirumah awak tkut rusak karena jarak cukup jauh dan cuaca lg rintik rintik tp ternyata puas tetap rapi dan rasa nya oke banget anak anak suka banget dengan taste sushi nya terima kasih iza kitchen,5,positive
seller sangat komunikatif friendly dan fast response kualitas sushi cakenya juga top,5,positive
