Review,Rating
omg baguuusss banget kuenya ampe gak tega motongnya lom nyobain rasanya saking sayangnya anakku seneeeng banget makasih ya bakalan repeat order lagi buat adiknya,5
thankyouuuuuuuu packing sangaatt rapiihh harga terjangkauuuu fast respon pula,5
ini kue yg saya cari ternyata ada di toko ini pelayanan toko ini bagus cepat terkirim jgn ragu belanja disini,5
chat dg penjual sangat membantu respon cepat barang dikirim dg segera dan tiba dg packing yg bagus dan utuh sampainya luar biasa,5
packing sangat rapi aman terimakasih banyak,5
prod sdh diterima dg baik tx,5
terima kasih banyak smg sukses selalu,5
kue koyanya enak,5
packing rapi thx,5
enaknya pas tapi favorit egg dan lemonnya,5
second order highly recommended the best basque cheesecake in the town,5
cheese cake nya enak,5
suka apalagi bagian gosongnya,5
respon cepat ennakk banget cheesy but not too sweet n yg bikin sy suka krn ada kombinasi rasa burnt tipis tipis yg memperkaya rasa very recommended buat pencinta cheese cake,5
enak bangett burnt cheese cake nya suka sekali pas semua nya,5
respon cepat dan andalan,5
puas banget paling cocok dibanding yang lain respon seller juga ok packing bagus jadi sampe rumah bentuk masih bagus bakal reorder deh,5
rasa manisnya pas kejunya juga terasa banget supaya gak enek saya makannya dalam kondisi dingin terima kasih akan order lagi nanti,5
burnt cheesecakenya enak rasanya pas gak kemanisan n bisa dimakan dalam jumlah banyak respon cepet n pengantarannya juga cepet thanks ergu,5
packing rapi barang sesuai sayang kepanasan dijalan hampir lumer topping nya good lah rasa belum tahu karena puasa,5
mantap donatnya enk sukses slalu,5
good banget,5
menarik buat anak2 dan bagus,5
donat kentangnya lucu kereeen banget dan rasa nya enakkkk pokok nya mantappp,5
terimakasih donatnya enak dan cantik datangnya ontime nanti mau pesan cake yg lain lg,5
lucu donutnya anak2 suka juga thank you,5
maaf baru sempat kirim ulasan puas banget sellernya ramah dan pengiriman cepat dapat bonus juga makasih ya gan,5
kereen bangeet baguuus makasih ya kak on time pula,5
fast response kuenya enak banget delivery cepat dan aman mantaaaap,5
mantaap cake nya enak dan bagus waktu pengiriman sesuai dengan jadwal dan cepat recommended seller salam 4 jempol,5
pelayanan oke bangey kurnya sampe rumah dengan selamat,5
rasa enak dan tampilan yg bagus recommended seller,5
kuenya enak banget,5
wooow kue dan rasa nyaa bener bener maaantaaaab terimakasih gan,5
cake tiba dengan aman dan tepat waktu thx,5
kue nya enak banget dan admin cepet respon dan baik makasih yaaa,5
pengirimannya cepat jam 10 30 sudah sampai di rumah cake nya juga aman tidak hancur thanks,5
wangi susu sesuai namanya pengiriman cepat,5
kue tart terenak,5
senantiasa enak kue tart ter favorit saat ini,5
kuenya enak banget tapi agak kurang professional dalam handle pesanan pengiriman saya pny telat kalau mau order lebih baik minta disiapkan dari 1 jam sebelum jam kalian ekspektasi bakalan dikirim apalagi yg rmhnya jauh dari lokasi bakerynya saya sampe kontak admin tokped dan admin wa juga tidak ada rasa bersalah telat kirim sampai hampir 1 jam padahal sudah diingatkan dari hari sebelumnya,3
cake nya enak meski menurut saya manis diatas biasa nya,5
walau cakenya bergeser tapi rasanya tetap enak banget,5
mantap terbaik pengiriman cepat,5
mantabs delicious thx ann s for our bday diterima aman,5
enak bgt cakenya admin juga fast respon makasih ya,5
enakkkk banget kuenyaaa,5
enaaak bgt,5
enakk terima kasih,5
enak banget pasti order lagi,5
respond dari penjual yg sangat membantu dlm proses pengorderan carrot cakenya juga mantap,5
seneng banget pelayanannya gercep kuenya enak bangeettt ni ud kedua x nya beli di sini puassss bgt,5
enak bangettt,5
rasanya enak banget gak terlalu manis cocok buat yg diet ato ortu nanti bli lagi ya klu ada senior yg ultah,5
seller ramah dan baik dalam merespon cake nya enak dan rapi,5
ueenak tenan carrot dan kayu manisnya terasa rasanya pas sesuai selera,5
sumpah kuenya enak bgt satu tidak terlalu manis pas enak dua lembt bgt bolunya aku suka tiga kuenya cantik 4 responya baik dan cpt jatuh cinta dech sama toko ini kuenya enak aku cocok,5
pengalaman sy beli disini disuruh apa ditulis apa mau buru2 cepet selesai kerja akhirnya jd ceroboh,1
enaakkk cantik kuenya wangi,5
yummy banget enak,5
bolu kleponnya is the best,5
penjual responsif dan ramah pengiriman cepat kue nya enak banget wangi dan lembut mantab senang belanja disini makasih,5
enak banget rasanya pas,5
enak kuenya pasti order lagi,5
kue nya enak manis nya pas lembut pesan h 1 sore bisa dikirim bsk siangnya puas,5
beli untuk ulang tahun kakak saya dan kami sekeluarga suka banget dengan cakenya fresh manisnya pas cak,5
kue jipangnya enak,5
packing aman dan bagus,5
packing luar biasa rapi buble sangat mantap ga nyesel order dsni,5
order sesuai pesanan,5
recommended seller keep up this good performance produk sesuai deskripsi packaging aman pakai dus rapi dan express seller sangat komunikatif dan responsif terima kasih seller sukses selalu pengiriman sangat cepat terima kasih kurir sicepat dan toped,5
pembelian kedua krn kuenya enak,5
kuenya wangi sekali,5
enak lembut coklatnya berasa,5
baru pertama kali pesen puas banget dr segi pelayanan packing rasa pokoknya recomended,5
ini marmer cake paling enak yg pernah kucoba,5
rasanya enak dan empuk coklatnya jg banyak,5
enak bngt rasanya,5
rapi packnya kuenya enak,5
sukaa,5
recommended tart ultah pelayanan memuaskan,5
respon sangaaat cepaat kue juga uenaaaak tenaan top baget pokoknya,5
ori bukan kaleng kaleng thanks,5
mantap om respon cepat sekali,5
mantap kue black forestnya coklatnya tajam dan tidak terlalu manis,5
fast respon sesuai pesanan chocolate fudge rasanya mantap,5
responsive seller orangnya asik kuenya bagus packing rapi pengiriman sesuai waktu yang dijanjikan,5
bintang 10 thank you,5
order kedua sama bos ini ya sangat memuaskan sampe udah order ke 2 selang seminggu dari order pertama service nya bintang 7 kue nya hotel bintang 5,5
really good quality n taste proses pengambilan jg sgt mudah harga oke banget,5
puas sekali belanja disini,5
enak siomaynya pengiriman cepat thankss,5
seller nya komunikatif produk tiba on time packaging di sealed berlapis tampaknya enaaaak oiya tks bonus nya,5
siomaynya enak,5
produk bagus siomay enak penjual sangat responsif terima kasih ya,5
sushi nya enak dan cantik anak saya senang sekali,5
mantab jiwaaaa sampe pas bgt wktny,5
enak sushinya tp kebanyakan sushi ukuran gede jd gk cocok sama porsi anak2,5
penjual ramah banget mengerti keinginan customer dan sesuai dengan pesanan rasa sushi nya enak fresh design nya unik dan bisa jadi pengganti kue ulang tahun juga jadi nggak bosen thanks sist,5
enakkk makasih,5
packingnya rapih adminnya ramah bgt top markotop keren daah mantabh,5
terima kasih seller aman banget nih sushi nya sampe dirumah awak tkut rusak karena jarak cukup jauh dan cuaca lg rintik rintik tp ternyata puas tetap rapi dan rasa nya oke banget anak anak suka banget dengan taste sushi nya terima kasih iza kitchen,5
seller sangat komunikatif friendly dan fast response kualitas sushi cakenya juga top,5
proses pengiriman yg super cepat selalu puas belanja di toko ini,5
proses pengiriman yg super cepat dan packing rapi dan murah,5
proses pengiriman yg super cepat,5
proses pengiriman yg super cepat jd senang langganan di sini tq,5
proses pengiriman yg super duper cepat dan packing yg ok slalu aman sampai tempat thanks abang gojek,5
tq bos ramah dan proses pengiriman cepat jadi langganan,5
barang rusak di jalan entah kenapa butuh waktu lama klaim nya,1
terima kasih datangnya cepet dn keadaan produknya baikk harga juga okee,5
pengiriman cepat packing dusnya kurang safety tapi dalemannya boleh lah tiap botol juga dikasih bubble wrap rasanya lets see then its my first time lol,5
kendala di pengiriman dan komunikasi nya slow response,2
pengiriman cepat dan seller responsif pesan jumat malam hari minggu pagi sudah sampai expired date masih lama terima kasih seller,5
gara2 jeketi aku ke sini,5
sampai dengan selamat packing rapi walau agak lama,5
belum dibuka dusnya belum coba produk ini baru diminum hari sabtu nanti pengiriman cepat rekomendasi banget beli ramune di toko ini semoga bisa ya buka botol ramunenya hahaha,4
packing rapi pesanan cepat sampai,5
kemasan rapi packing aman mantap dah pokoknya,5
packing aman sekali bubble wrap tebal sayang nya belum bisa coba karna sedang kena covid indra perasa masih kacau,5
packingnya aman produk sesuai dengan foto dan deskripsi,5
paket nya sudah sampe dengan aman,5
rasa nya enak tapi mungkin agk sedikit aneh untuk yg belum biasa packing sangat rapi memuaskan belanja di sini,5
produk sampai dengan selamat good job,5
respons cepat packing ok tidak ada yg bocor atau penyok pengiriman cepat harga juga ok banget,5
hallo maaf ya baru bikin ulasan coca cola zero telah diterima sejak senin n makasih telah memjadi supplier minuman kami yg mengirim barang tepat waktu,5
exp panjang seller response baik dan trusted makasih,5
puas sdh repeat order setiap bulan,5
langganan terpercaya luar biasa,5
coca cola telah diterima dengan packing yg bagus n dikirim tepat waktu makasih,5
makasih barang telah diterima kemarin,5
pengiriman cepat dan sesuai pesanan,5
top pagi pesen sore nyampe harga termurah,5
good product fast response recommended seller,5
produk sesuai deskripsi sampai dgn baikcepat,5
good response dan penjual sgt baik,5
cepat kirim cepat respond,5
sesuai pesanan proses pengiriman cepat,5
reaksi penjual sangat cepat deliverinya juga cepat,5
barang sesuai asli,5
mantap pol,5
produknya enak harga bersaing respon penjual cepat recommended seller,5
pengiriman cepat sekali packing rapih dan sukses buat penjual makin maju,5
respon cepat cocok,5
harga terjangkau dan cepat diproses penjual recommend dan bakalan beli lagi,5
makasih bgt sudah sampai gan mnuman nyaa sorry bru smpet konfirmasi yah gan pengiriman dan respon penjual sangat baik sukses selalu yahh gan,5
thanks respon yg cepat,5
pengiriman cepat packing rapih dan sukses buat penjual,5
barang bagus pengiriman cepat,5
makasih pesanan nya di respon dan di kirim dgn cepat,5
janji sehari tapi 2 hari baru nyampe gara2 gak dipick up ama grabexpressnya hehehe but so far so good,4
respon seller cepat produk sesuai deskripsi harga murah recommended,5
mantap recomended seller,5
barang di pak bagus pengiriman cepat,5
emang udah dua kali beli gosa diragukan kasi review gara gara emang udah dua kali dan ga ada masalah,5
pengirimannya lama bangettt tpi barangnya bagusss sedihnya yg matcha kek ga full gitu isinya ga tau deh,4
barang dibungkus dgn bubble wrap tebal thank you seller,5
packing nya berlapis2 perlindungan dari luar sampai dalamnya,5
mantappp packing super tebal jadi aman sampai di saya produk sesuai saya sukaaa,5
nice dapet bonus,5
beli 3 dikasih ocha 1 mantap,5
pesanan kedua dan selalu puas terimakasih,5
pengiriman cepat packing aman dan rapi,5
mmmmaaaaaaannnntttttaaaaaaappppp,5
sdh dibuat bergembira makasih gan,5
udah langganan saya,5
saya selalu rutin pesan ditoko ini memuaskan,5
toko ini selalu memuaskan sudah berulangkali saya membeli,5
pengiman cepat sekali,5
terima kasih kak,5
pesanan kesekian kali josss,5
murah dan terjangkau,5
mantaabb,5
fast response recommended seller,5
cepat pengirimannya,5
ga pake lama bayar langsung kirim mantep deh bosquee,5
wlpn sdkt lmbt dtg ny tp sy suka packing yg rapi dsn brg tdk pch mksh semua,4
bagus pengemasannya aman sekali puas banget pasti beli lagi disini,5
kane parah sihh bikin nagih mana pengiriman cepat lagi packing rapih dan aman best lah pokoknya,5
pelayanan bagus packing rapih aman banget tiap produk dikasi bubblewrap dan serpihan kertas pas sampai aman pengirimannya juga cepet 1 hari dri semarang,5
packing rapi full bubblewrap,5
ini bagus dan enak,5
fast respon packing baik,5
minuman nya bersoda n ternyata kalau anak yg pny amandel dia lgsg sakit minum itu tenggorokan nya spt anak saya,5
thank you so much paketan sudah sampai dengan selamat,5
respon cepat kemasan rapi,5
toop trm ksh,5
ukuran warna sesuai dg foto deskripsi produk yg di jual produk sampai dg tepat waktu saya senang produknya dipaketkan dg rapi tidak ada yg cacat recommended,5
toop banget packing aman bgt semua di bubble wrap sampai keringetan buka nya rasa okay pasti apalagi pas panas² bgn trm ksh yaa,5
barangnya sesuai gambar peking ya rapih pegiriman cepat banget,5
yeos paling mantap,5
barangnya bagus sesuai gambar peking rapi banget pegiriman cepat banget,5
sesuai trm ksh,5
proses cepat dan barang sesuai,5
ukurannya gede packingnya aman untuk ramune di bubble wrap bqru pertama beli semua barqng dalam kondisi bagus,5
penjual sangat ramah pelayanan terbaik dalam pengemasan dengan sangat memperhatikan produk agar diterima dengan baik makasih sungguh memuaskan,5
barang sesuai seller responsif packing rapi,5
ini agak lengket2 tangan kalo kena minumnya,5
product sesuai dengan deskripsi penjual,5
packing bagus respon cepat ga ada yang bonyok maupun pecah,5
alhamdulillah selera terpenuhi makasij gan,5
pengiriman cepat good packing with bubbles tengkyu yaakk,5
barangnya cocok harga sesuai,5
pesanan sampai tepat waktu makasih seller dan kurir anter aja toko pedia is the best,5
harga murah packing aman bgt pengiriman aja yg rada lams,5
salah satu minuman fave,5
produk enak rasanya packingnya topbgt shg kaleng benar2x aman tdk ada yg penyok hr ini beli besok pesanan sampai tq seller sukses terus utk usahanya amin,5
packing aman pengiriman hrs dipercepat lagi,5
non alkohol minuman soda yang enak,5
packing super oke dibungkus bublewrap plus kardus dan paper shredded,5
untungnya nggak pecah expired masih lama,5
enakk seger pengiriman super safety pake dus tebal n bubblewrap tebal jg,5
ini enak sumpah wajib coba,5
segar poooolllllll saya khilaaafff semuanya enak proses cepat tepat seller ramah recomended banyakin lg menunya ya spy banyak variasi,5
ternyata bisa keluar pulau lho saya pikir bakalan ditolak krn cairan dikemas dgn sangat hati2 dan rapih dgn bubblewarp trimksh bnyak sudah sampai dgn selamat tinggal mnikmati,5
pesanan nya sudah sampai makasih,5
cepat nyampek respon penjual cepat mantap,5
pengiriman cepat n free tumbler nya jg imut tq seller,5
beli di tokped mah cepet banget heran dabest,5
pengirimannya cepet packingnya juga rapih barang original,5
amaaan sampenya paslah produk masih segel exp masih lama sukses yaa,5
pengiriman cepat dan packing rapi,5
selalu cepat dalam respon komunikasi sangat baik very recommended,5
respon seller tanggap pengiriman cepat,5
keren kirim ke bandung cepat sampai nya terima kasih ya,5
bungkusan rusak satu bungkus,3
barang sesuai pesanan dan cepet sampai,5
pembelian kedua tetep mantap,5
udah sering banget order di sini ga pernah kecewa rasanya enak pengirimannya cepat mantap deh,5
brg cpt sampai hr ini pesan bsk lsg sampe tq sellerr,5
rasa nya mantaaap,5
coklatnya enak ada free ongkir mantap,5
barang tiba dgn aman baru akan dicoba semoga laris jualan ya,5
pengiriman cepat tapi barang sampai ada satu kemasan yg terbuka jadi isinya berantakan,4
enak panas dan dingin sukaaa bgt,5
kerdus kemasannya agak nekuk penyot di 1 sisi mungkin kalau dikasi bubble wrap bisa lebih aman dan rapi sayang aja soalnya ini product packagenya udah premium overall ok produk sesuai pesanan terimakasih pfi,5
sesuai pesanan mantaf,5
pengemasan nya rapi dan aman semua tiba dengan selamat recommended seller thanks,5
favorite sejak lama coklat nya mantap,5
alhamdulillah pesanan y choco double hot chocolate nya sudah sampai jadi gak sabar pengen nyobain nih,5
sudah sering beli enak banget rasa coklatnya lebih enak dibanding minuman coklat import yg pernah ku beli pertahankan rasa coklatnya ya,5
so far so good,5
pengiriman cepat packing rapih,5
penjual ramah dan cepat respon brg juga bagus dan harga lbh murah dari toko lain,5
seller nya ramah pengiriman cepat untuk seller mohon lebih diperhatikan karena plastik pembungkusnya robek dan isi paketnya terlihat keluar untungnya tidak ada barang yg hilang,4
